0,0,113,34
1,0,188,80
2,0,284,54
3,0,491,58
4,0,565,32
5,0,635,59
6,0,695,55
7,0,726,91
8,0,912,49
9,0,1006,74
10,0,1135,81
11,0,1287,49
12,0,1316,85
13,0,1376,64
14,0,1397,56
15,0,1449,49
16,0,1538,91
17,0,1693,91
18,0,1920,53
19,1,186,58
20,1,213,92
21,1,267,72
22,1,627,97
23,1,700,79
24,1,717,37
25,1,869,45
26,1,1026,59
27,1,1094,66
28,1,1111,53
29,1,1119,71
30,1,1586,55
31,1,1637,71
32,1,1809,100
33,1,1929,30
34,2,147,71
35,2,196,37
36,2,216,68
37,2,398,73
38,2,517,73
39,2,744,48
40,2,1023,90
41,2,1095,64
42,2,1098,89
43,2,1214,98
44,2,1218,37
45,2,1281,35
46,2,1368,57
47,2,1473,49
48,2,1527,90
49,2,1709,49
50,2,1945,75
51,2,1970,30
52,3,94,61
53,3,135,49
54,3,194,71
55,3,453,88
56,3,541,32
57,3,548,97
58,3,739,39
59,3,920,76
60,3,1013,32
61,3,1248,94
62,3,1404,85
63,3,1440,57
64,3,1585,50
65,3,1586,53
66,3,1887,91
67,3,1950,72
68,4,133,63
69,4,308,58
70,4,585,99
71,4,712,77
72,4,755,84
73,4,779,30
74,4,925,46
75,4,1078,89
76,4,1172,99
77,4,1268,39
78,4,1301,91
79,4,1323,51
80,4,1652,51
81,4,1767,63
82,4,1858,91
83,4,1920,59
84,4,1953,95
85,5,115,81
86,5,137,39
87,5,382,35
88,5,456,31
89,5,548,33
90,5,689,86
91,5,805,70
92,5,858,1
93,5,933,36
94,5,952,60
95,5,1066,85
96,5,1280,62
97,5,1385,80
98,5,1411,46
99,5,1508,32
100,5,1698,49
101,5,1903,84
102,5,1972,48
103,6,24,50
104,6,208,81
105,6,303,86
106,6,444,33
107,6,668,59
108,6,814,72
109,6,946,81
110,6,1166,95
111,6,1167,41
112,6,1390,37
113,6,1464,96
114,6,1549,100
115,6,1816,52
116,6,1859,98
117,6,1894,56
118,7,34,81
119,7,57,49
120,7,175,93
121,7,408,49
122,7,518,58
123,7,681,74
124,7,773,72
125,7,796,30
126,7,880,95
127,7,905,71
128,7,941,30
129,7,1158,77
130,7,1310,66
131,7,1456,98
132,7,1715,81
133,7,1780,74
134,7,1979,41
135,8,35,90
136,8,54,43
137,8,183,96
138,8,400,96
139,8,452,53
140,8,620,54
141,8,666,57
142,8,673,51
143,8,950,43
144,8,966,88
145,8,1185,67
146,8,1232,93
147,8,1654,56
148,8,1884,40
149,8,1925,83
150,8,1968,38
151,8,1979,51
152,9,239,47
153,9,310,54
154,9,488,44
155,9,524,64
156,9,616,84
157,9,645,87
158,9,680,68
159,9,689,62
160,9,729,100
161,9,824,71
162,9,1013,82
163,9,1291,59
164,9,1361,58
165,9,1545,99
166,9,1563,30
167,9,1790,79
168,9,1881,80
169,9,1899,99
170,9,1986,51
171,10,52,35
172,10,124,64
173,10,371,33
174,10,472,67
175,10,564,45
176,10,663,93
177,10,757,42
178,10,760,90
179,10,1139,71
180,10,1208,88
181,10,1351,57
182,10,1380,50
183,10,1551,66
184,10,1591,68
185,10,1979,71
186,11,22,6
187,11,22,45
188,11,77,45
189,11,151,38
190,11,849,32
191,11,1010,44
192,11,1030,50
193,11,1064,74
194,11,1120,68
195,11,1232,81
196,11,1559,55
197,11,1715,76
198,11,1804,92
199,11,1827,34
200,11,1849,33
201,11,1858,47
202,12,106,58
203,12,118,62
204,12,260,39
205,12,265,31
206,12,460,64
207,12,524,51
208,12,562,52
209,12,1071,49
210,12,1389,37
211,12,1407,66
212,12,1455,63
213,12,1465,89
214,12,1586,44
215,12,1799,35
216,12,1861,62
217,12,1895,38
218,13,57,78
219,13,95,32
220,13,177,36
221,13,395,49
222,13,559,49
223,13,576,81
224,13,701,79
225,13,832,1
226,13,1039,52
227,13,1104,50
228,13,1106,56
229,13,1118,41
230,13,1231,87
231,13,1282,51
232,13,1413,70
233,13,1489,80
234,13,1631,74
235,13,1703,75
236,13,1841,98
237,14,16,59
238,14,515,94
239,14,518,88
240,14,637,55
241,14,779,99
242,14,802,89
243,14,897,78
244,14,920,76
245,14,986,82
246,14,991,64
247,14,1083,57
248,14,1149,69
249,14,1491,40
250,14,1494,86
251,14,1604,59
252,14,1850,95
253,15,265,38
254,15,393,38
255,15,428,68
256,15,435,40
257,15,615,80
258,15,640,60
259,15,1038,66
260,15,1081,54
261,15,1092,84
262,15,1219,60
263,15,1399,66
264,15,1402,89
265,15,1562,80
266,15,1603,84
267,15,1625,57
268,15,1833,88
269,15,1859,89
270,16,79,86
271,16,170,51
272,16,472,90
273,16,487,75
274,16,743,32
275,16,766,62
276,16,787,82
277,16,818,46
278,16,928,100
279,16,1031,87
280,16,1387,63
281,16,1554,34
282,16,1557,99
283,16,1634,48
284,16,1725,100
285,16,1797,32
286,16,1891,63
287,17,87,96
288,17,93,40
289,17,202,78
290,17,270,89
291,17,455,3
292,17,888,63
293,17,1078,47
294,17,1161,97
295,17,1388,60
296,17,1577,96
297,17,1586,89
298,17,1680,86
299,17,1761,75
300,17,1768,32
301,17,1778,94
302,17,1871,41
303,17,1891,67
304,18,584,51
305,18,592,97
306,18,708,37
307,18,1007,38
308,18,1037,47
309,18,1042,70
310,18,1058,92
311,18,1066,93
312,18,1112,53
313,18,1142,30
314,18,1187,35
315,18,1213,55
316,18,1323,59
317,18,1618,73
318,18,1712,71
319,18,1763,50
320,19,102,47
321,19,150,60
322,19,202,77
323,19,531,39
324,19,711,77
325,19,842,64
326,19,1066,22
327,19,1081,47
328,19,1132,63
329,19,1169,61
330,19,1281,31
331,19,1513,36
332,19,1664,63
333,19,1684,99
334,19,1868,30
335,19,1926,71
336,20,36,68
337,20,67,41
338,20,77,44
339,20,344,87
340,20,354,65
341,20,417,82
342,20,646,89
343,20,757,82
344,20,802,53
345,20,845,46
346,20,856,93
347,20,1120,55
348,20,1301,43
349,20,1427,76
350,20,1483,50
351,21,45,44
352,21,72,82
353,21,426,33
354,21,566,78
355,21,568,88
356,21,645,98
357,21,703,48
358,21,747,36
359,21,791,99
360,21,1198,67
361,21,1241,44
362,21,1261,54
363,21,1282,38
364,21,1373,93
365,21,1439,64
366,21,1697,94
367,21,1924,59
368,21,1943,58
369,22,33,4
370,22,33,13
371,22,82,68
372,22,94,84
373,22,117,41
374,22,120,99
375,22,370,36
376,22,485,66
377,22,489,65
378,22,732,76
379,22,798,47
380,22,1060,58
381,22,1377,36
382,22,1408,61
383,22,1777,98
384,22,1921,99
385,23,221,100
386,23,238,41
387,23,293,59
388,23,319,97
389,23,332,67
390,23,350,45
391,23,608,32
392,23,817,34
393,23,831,80
394,23,899,60
395,23,1300,42
396,23,1394,87
397,23,1578,56
398,23,1643,30
399,23,1649,95
400,23,1740,90
401,23,1822,72
402,24,226,98
403,24,281,99
404,24,290,100
405,24,309,85
406,24,350,39
407,24,407,90
408,24,526,79
409,24,550,49
410,24,770,57
411,24,889,32
412,24,984,99
413,24,1164,46
414,24,1328,33
415,24,1803,55
416,24,1933,34
417,24,1995,81
418,25,46,65
419,25,176,68
420,25,200,83
421,25,289,99
422,25,332,78
423,25,340,100
424,25,493,82
425,25,665,30
426,25,732,35
427,25,778,81
428,25,825,43
429,25,1219,64
430,25,1221,32
431,25,1237,59
432,25,1296,54
433,25,1560,60
434,25,1865,73
435,26,91,4
436,26,240,62
437,26,337,71
438,26,563,60
439,26,634,74
440,26,755,52
441,26,836,41
442,26,888,46
443,26,1028,53
444,26,1132,39
445,26,1180,90
446,26,1290,95
447,26,1515,58
448,26,1546,68
449,26,1569,92
450,26,1596,40
451,26,1859,48
452,27,18,91
453,27,145,54
454,27,149,98
455,27,206,56
456,27,566,73
457,27,589,48
458,27,935,40
459,27,968,89
460,27,1199,88
461,27,1218,57
462,27,1269,92
463,27,1395,72
464,27,1471,95
465,27,1537,55
466,27,1778,83
467,27,1789,93
468,27,1866,51
469,27,1910,47
470,28,75,38
471,28,386,91
472,28,415,85
473,28,604,96
474,28,635,80
475,28,965,64
476,28,1094,56
477,28,1234,42
478,28,1331,35
479,28,1488,41
480,28,1693,91
481,28,1719,50
482,28,1757,78
483,28,1816,97
484,28,1986,30
485,29,75,46
486,29,293,82
487,29,435,45
488,29,547,63
489,29,656,73
490,29,705,91
491,29,1027,44
492,29,1035,55
493,29,1117,79
494,29,1167,72
495,29,1226,83
496,29,1272,52
497,29,1365,45
498,29,1717,45
499,29,1740,41
500,29,1783,52
501,29,1811,97
502,29,1972,71
503,30,86,56
504,30,251,91
505,30,290,67
506,30,555,74
507,30,607,42
508,30,897,72
509,30,912,43
510,30,948,56
511,30,1125,68
512,30,1233,61
513,30,1476,55
514,30,1545,92
515,30,1697,82
516,30,1878,68
517,30,1929,34
518,31,84,76
519,31,269,81
520,31,328,42
521,31,397,88
522,31,435,67
523,31,470,39
524,31,499,82
525,31,506,78
526,31,595,46
527,31,832,88
528,31,1041,61
529,31,1136,36
530,31,1249,90
531,31,1429,30
532,31,1500,47
533,31,1754,52
534,31,1790,44
535,31,1863,64
536,31,1888,43
537,32,262,73
538,32,315,63
539,32,384,46
540,32,555,84
541,32,605,54
542,32,735,32
543,32,1029,63
544,32,1066,98
545,32,1093,41
546,32,1150,64
547,32,1322,65
548,32,1437,92
549,32,1480,90
550,32,1671,51
551,32,1724,56
552,32,1803,39
553,32,1999,36
554,33,44,1
555,33,44,34
556,33,188,96
557,33,496,48
558,33,657,33
559,33,801,60
560,33,966,37
561,33,1042,53
562,33,1161,31
563,33,1196,46
564,33,1360,74
565,33,1461,94
566,33,1475,69
567,33,1871,67
568,33,1966,34
569,34,4,34
570,34,102,73
571,34,326,38
572,34,399,95
573,34,417,75
574,34,491,92
575,34,993,93
576,34,1009,30
577,34,1262,60
578,34,1295,39
579,34,1422,43
580,34,1479,70
581,34,1581,1
582,34,1659,71
583,34,1829,42
584,34,1989,97
585,35,127,53
586,35,296,33
587,35,780,51
588,35,1099,30
589,35,1148,83
590,35,1156,56
591,35,1188,63
592,35,1194,85
593,35,1218,59
594,35,1250,100
595,35,1436,87
596,35,1525,85
597,35,1560,81
598,35,1728,95
599,35,1924,96
600,36,89,45
601,36,142,43
602,36,158,46
603,36,336,69
604,36,690,86
605,36,857,58
606,36,954,71
607,36,1061,64
608,36,1080,41
609,36,1230,40
610,36,1346,86
611,36,1502,39
612,36,1523,46
613,36,1569,79
614,36,1775,100
615,36,1943,34
616,36,1950,44
617,37,11,64
618,37,110,52
619,37,147,39
620,37,253,74
621,37,295,59
622,37,450,87
623,37,487,54
624,37,513,80
625,37,524,44
626,37,806,90
627,37,964,62
628,37,1052,89
629,37,1193,78
630,37,1267,82
631,37,1425,36
632,37,1445,89
633,37,1509,37
634,37,1525,32
635,37,1580,96
636,38,52,24
637,38,148,65
638,38,283,46
639,38,341,72
640,38,619,77
641,38,641,37
642,38,702,73
643,38,901,97
644,38,1133,94
645,38,1161,54
646,38,1181,75
647,38,1202,96
648,38,1387,78
649,38,1388,58
650,38,1586,36
651,38,1703,58
652,38,1754,54
653,38,1792,31
654,39,239,55
655,39,494,2
656,39,566,45
657,39,869,89
658,39,928,53
659,39,967,71
660,39,971,56
661,39,1080,46
662,39,1168,71
663,39,1280,32
664,39,1459,52
665,39,1499,94
666,39,1501,10
667,39,1558,69
668,39,1829,68
669,39,1873,99
670,39,1920,39
671,39,1942,100
672,40,252,72
673,40,395,92
674,40,475,49
675,40,581,33
676,40,628,87
677,40,890,70
678,40,1070,93
679,40,1107,48
680,40,1200,42
681,40,1206,57
682,40,1390,89
683,40,1453,71
684,40,1519,55
685,40,1788,71
686,40,1845,48
687,40,1903,43
688,40,1971,59
689,41,118,72
690,41,265,95
691,41,351,37
692,41,479,54
693,41,578,94
694,41,588,70
695,41,647,55
696,41,940,50
697,41,1008,91
698,41,1287,81
699,41,1368,30
700,41,1413,77
701,41,1500,60
702,41,1543,70
703,41,1962,94
704,42,84,79
705,42,370,96
706,42,376,83
707,42,391,50
708,42,419,41
709,42,581,33
710,42,689,97
711,42,907,70
712,42,1233,78
713,42,1264,30
714,42,1312,48
715,42,1526,97
716,42,1656,98
717,42,1756,92
718,42,1808,43
719,42,1859,51
720,42,1926,67
721,42,1954,57
722,42,1957,100
723,43,169,40
724,43,182,84
725,43,232,45
726,43,250,95
727,43,404,44
728,43,624,51
729,43,662,91
730,43,707,51
731,43,731,37
732,43,776,47
733,43,794,36
734,43,800,63
735,43,848,65
736,43,1093,42
737,43,1239,35
738,43,1400,59
739,43,1580,47
740,43,1794,30
741,43,1933,50
742,44,55,3
743,44,55,14
744,44,91,76
745,44,211,36
746,44,225,77
747,44,355,91
748,44,430,50
749,44,548,69
750,44,733,35
751,44,778,76
752,44,1122,47
753,44,1396,80
754,44,1474,53
755,44,1803,46
756,44,1881,95
757,44,1969,43
758,45,87,34
759,45,145,96
760,45,213,67
761,45,267,62
762,45,271,56
763,45,322,91
764,45,399,97
765,45,540,78
766,45,549,66
767,45,1103,74
768,45,1143,31
769,45,1419,81
770,45,1490,87
771,45,1667,87
772,45,1668,62
773,45,1932,36
774,45,1993,86
775,46,115,46
776,46,371,72
777,46,398,44
778,46,428,68
779,46,645,48
780,46,652,39
781,46,878,81
782,46,1022,57
783,46,1038,61
784,46,1198,58
785,46,1401,52
786,46,1451,72
787,46,1574,32
788,46,1608,94
789,46,1883,97
790,46,1945,52
791,46,1986,81
792,47,276,48
793,47,318,35
794,47,461,56
795,47,648,33
796,47,757,87
797,47,794,59
798,47,869,41
799,47,913,41
800,47,923,64
801,47,1161,72
802,47,1177,96
803,47,1205,70
804,47,1279,49
805,47,1574,45
806,47,1618,94
807,47,1776,31
808,47,1810,71
809,47,1986,38
810,48,211,80
811,48,240,39
812,48,251,95
813,48,412,87
814,48,415,56
815,48,499,51
816,48,751,82
817,48,964,48
818,48,1453,89
819,48,1529,37
820,48,1547,92
821,48,1668,40
822,48,1743,86
823,48,1838,35
824,48,1900,95
825,49,95,42
826,49,277,48
827,49,475,67
828,49,616,77
829,49,802,81
830,49,879,86
831,49,883,99
832,49,928,73
833,49,1034,72
834,49,1067,67
835,49,1167,44
836,49,1472,64
837,49,1487,55
838,49,1506,94
839,49,1750,96
840,49,1797,41
841,49,1906,95
842,49,1986,37
843,50,232,73
844,50,290,36
845,50,292,48
846,50,651,58
847,50,654,85
848,50,687,39
849,50,968,36
850,50,1076,73
851,50,1206,72
852,50,1387,99
853,50,1421,76
854,50,1439,61
855,50,1578,59
856,50,1773,68
857,50,1996,34
858,51,127,46
859,51,191,54
860,51,202,85
861,51,338,39
862,51,371,76
863,51,575,76
864,51,913,50
865,51,982,75
866,51,1178,35
867,51,1331,97
868,51,1383,67
869,51,1391,60
870,51,1513,2
871,51,1667,52
872,51,1684,71
873,51,1692,74
874,51,1751,87
875,52,129,55
876,52,132,56
877,52,230,66
878,52,261,65
879,52,318,44
880,52,342,7
881,52,475,39
882,52,476,77
883,52,513,84
884,52,562,37
885,52,660,49
886,52,1005,74
887,52,1051,72
888,52,1196,77
889,52,1202,33
890,52,1231,60
891,52,1637,82
892,53,15,35
893,53,122,37
894,53,212,56
895,53,274,59
896,53,794,48
897,53,1032,79
898,53,1110,47
899,53,1237,40
900,53,1318,79
901,53,1398,93
902,53,1401,73
903,53,1520,76
904,53,1544,37
905,53,1602,46
906,53,1821,30
907,53,1889,39
908,53,1911,92
909,53,1974,80
910,54,182,63
911,54,202,79
912,54,265,50
913,54,329,91
914,54,429,76
915,54,448,48
916,54,643,86
917,54,689,100
918,54,694,79
919,54,870,98
920,54,993,66
921,54,1049,46
922,54,1098,91
923,54,1140,35
924,54,1175,31
925,54,1400,41
926,54,1660,77
927,54,1667,63
928,54,1918,54
929,55,66,1
930,55,66,7
931,55,103,40
932,55,191,72
933,55,222,87
934,55,238,74
935,55,347,48
936,55,433,41
937,55,532,38
938,55,553,35
939,55,566,32
940,55,692,54
941,55,955,84
942,55,957,37
943,55,1132,80
944,55,1181,85
945,55,1183,61
946,55,1202,34
947,55,1743,33
948,56,184,99
949,56,317,63
950,56,583,85
951,56,635,58
952,56,663,85
953,56,874,71
954,56,911,83
955,56,1059,78
956,56,1092,48
957,56,1182,72
958,56,1227,38
959,56,1308,43
960,56,1387,84
961,56,1423,64
962,56,1459,58
963,56,1521,45
964,56,1880,57
965,57,51,75
966,57,285,18
967,57,426,88
968,57,492,80
969,57,555,83
970,57,580,82
971,57,945,99
972,57,1002,85
973,57,1249,92
974,57,1350,62
975,57,1404,58
976,57,1580,60
977,57,1639,92
978,57,1731,79
979,57,1791,55
980,57,1824,85
981,57,1857,56
982,57,1965,86
983,58,89,87
984,58,110,69
985,58,569,52
986,58,576,75
987,58,596,49
988,58,638,96
989,58,676,30
990,58,921,74
991,58,1013,45
992,58,1077,77
993,58,1096,58
994,58,1121,42
995,58,1559,97
996,58,1744,63
997,58,1887,83
998,58,1913,78
999,59,6,49
1000,59,61,74
1001,59,128,65
1002,59,160,75
1003,59,274,33
1004,59,749,58
1005,59,814,38
1006,59,871,90
1007,59,1022,43
1008,59,1028,49
1009,59,1170,90
1010,59,1433,70
1011,59,1473,69
1012,59,1548,99
1013,59,1760,63
1014,59,1802,35
1015,59,1859,42
1016,59,1994,78
1017,60,263,88
1018,60,586,66
1019,60,644,92
1020,60,658,46
1021,60,943,75
1022,60,1026,82
1023,60,1029,47
1024,60,1052,90
1025,60,1084,79
1026,60,1096,94
1027,60,1210,56
1028,60,1221,40
1029,60,1417,79
1030,60,1445,89
1031,60,1454,30
1032,60,1768,46
1033,60,1808,78
1034,61,20,71
1035,61,29,66
1036,61,45,33
1037,61,50,65
1038,61,358,38
1039,61,444,37
1040,61,465,86
1041,61,577,75
1042,61,780,90
1043,61,939,31
1044,61,1192,96
1045,61,1199,31
1046,61,1288,95
1047,61,1321,71
1048,61,1408,70
1049,61,1520,36
1050,61,1787,90
1051,62,214,90
1052,62,310,95
1053,62,380,72
1054,62,594,87
1055,62,745,39
1056,62,856,44
1057,62,912,68
1058,62,1107,76
1059,62,1113,58
1060,62,1115,57
1061,62,1301,64
1062,62,1539,49
1063,62,1642,87
1064,62,1653,61
1065,62,1730,58
1066,62,1880,31
1067,62,1936,94
1068,62,1992,38
1069,63,109,77
1070,63,140,96
1071,63,408,72
1072,63,569,57
1073,63,666,74
1074,63,685,63
1075,63,827,79
1076,63,856,95
1077,63,1182,50
1078,63,1245,54
1079,63,1392,37
1080,63,1414,70
1081,63,1540,44
1082,63,1708,38
1083,63,1883,60
1084,63,1951,74
1085,63,1972,80
1086,64,204,92
1087,64,558,93
1088,64,845,40
1089,64,858,49
1090,64,859,35
1091,64,927,91
1092,64,1259,42
1093,64,1275,85
1094,64,1283,74
1095,64,1383,69
1096,64,1444,39
1097,64,1472,57
1098,64,1495,69
1099,64,1848,36
1100,64,1857,95
1101,64,1859,79
1102,64,1888,32
1103,65,93,50
1104,65,139,45
1105,65,216,42
1106,65,230,60
1107,65,539,67
1108,65,607,40
1109,65,624,1
1110,65,625,79
1111,65,779,77
1112,65,855,72
1113,65,1156,58
1114,65,1166,68
1115,65,1242,98
1116,65,1271,62
1117,65,1327,68
1118,65,1520,31
1119,65,1704,93
1120,65,1895,30
1121,65,1965,36
1122,66,222,85
1123,66,339,42
1124,66,448,69
1125,66,532,40
1126,66,590,97
1127,66,689,86
1128,66,795,79
1129,66,870,65
1130,66,1102,45
1131,66,1176,49
1132,66,1232,44
1133,66,1301,58
1134,66,1423,89
1135,66,1526,49
1136,66,1547,5
1137,66,1914,65
1138,66,1966,62
1139,67,149,58
1140,67,181,98
1141,67,258,58
1142,67,490,94
1143,67,514,38
1144,67,571,84
1145,67,728,46
1146,67,828,97
1147,67,1159,50
1148,67,1226,99
1149,67,1309,43
1150,67,1380,83
1151,67,1691,42
1152,67,1769,80
1153,67,1852,38
1154,68,38,89
1155,68,180,84
1156,68,196,90
1157,68,314,85
1158,68,431,88
1159,68,469,83
1160,68,952,32
1161,68,991,96
1162,68,1005,70
1163,68,1040,99
1164,68,1088,10
1165,68,1161,80
1166,68,1510,65
1167,68,1523,60
1168,68,1593,43
1169,68,1641,55
1170,68,1682,63
1171,68,1785,42
1172,68,1860,56
1173,69,31,56
1174,69,120,57
1175,69,652,66
1176,69,655,71
1177,69,974,49
1178,69,1071,55
1179,69,1189,92
1180,69,1269,50
1181,69,1293,42
1182,69,1339,54
1183,69,1358,57
1184,69,1534,86
1185,69,1637,61
1186,69,1692,54
1187,69,1710,67
1188,70,6,44
1189,70,82,89
1190,70,97,64
1191,70,128,92
1192,70,147,48
1193,70,728,74
1194,70,908,89
1195,70,942,82
1196,70,986,97
1197,70,1230,55
1198,70,1263,84
1199,70,1293,95
1200,70,1458,86
1201,70,1491,78
1202,70,1645,47
1203,70,1693,90
1204,70,1706,99
1205,71,198,57
1206,71,290,92
1207,71,291,47
1208,71,297,45
1209,71,347,87
1210,71,443,81
1211,71,735,48
1212,71,762,44
1213,71,885,93
1214,71,914,68
1215,71,1038,93
1216,71,1180,95
1217,71,1189,77
1218,71,1349,85
1219,71,1529,92
1220,71,1599,35
1221,71,1682,92
1222,71,1703,30
1223,71,1834,46
1224,72,0,38
1225,72,138,52
1226,72,168,42
1227,72,322,88
1228,72,496,93
1229,72,525,85
1230,72,635,54
1231,72,788,75
1232,72,1212,56
1233,72,1222,45
1234,72,1404,83
1235,72,1505,78
1236,72,1568,96
1237,72,1604,34
